opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days
OPP-2024282,ZENTRA,ACC-1112,SMB,Closed Won,6220.13,2024-09-29,joao@raptorsoft.com,Best Case,2024-09-25,86.0,HS-90400,Closed Won,best_case,zentra,4.0,,,False,False,0,False,False,True,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,4.0
OPP-2024283,RUSHFLOW,ACC-1110,Enterprise,Proposal,414152.68,2024-11-14,carlos@raptorsoft.com,commit,2024-11-14,52.0,,Proposal,commit,rushflow,0.0,,,False,True,152,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024284,Polare Ltda,ACC-1109,Mid-Market,Qualification,109288.09,2024-03-18,mariana@raptorsoft.com,Commit,2024-01-24,54.0,,Discovery/Qualification,commit,polare,54.0,,True,False,True,393,True,False,False,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024285,rushflow,,SMB,prospecting,16820.15,2024-12-25,pedro@raptorsoft.com,Omit,2024-10-03,75.0,HS-90144,Prospecting,omit,rushflow,83.0,,,False,True,111,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024286,acme,ACC-1100,Enterprise,Qualification,119983.2,2023-11-23,joao@raptorsoft.com,Best Case,2023-08-16,14.0,,Discovery/Qualification,best_case,acme,99.0,,,False,True,509,True,False,False,False,2023Q4,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024287,Orbit Digital,ACC-1104,SMB,Discovery,28943.09,2024-10-08,joao@raptorsoft.com,Best Case,2024-08-15,97.0,,Discovery/Qualification,best_case,orbit,54.0,,,False,True,189,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024288,Mindbox,ACC-1111,SMB,Closed Lost,35786.94,2025-01-16,mariana@raptorsoft.com,Commit,2024-07-20,27.0,,Closed Lost,commit,mindbox,180.0,,,False,False,0,False,False,False,True,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024289,Vertice Tech,ACC-1103,Mid-Market,Closed Won,105263.0,2024-01-03,pedro@raptorsoft.com,pipeline,2024-01-01,98.0,HS-90788,Closed Won,pipeline,vertice,2.0,,,False,False,0,False,False,True,False,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,2.0
OPP-2024290,Orbit Digital,,SMB,Closed Lost,34532.36,2023-11-15,mariana@raptorsoft.com,Commit,2023-10-24,79.0,,Closed Lost,commit,orbit,22.0,,,False,False,0,False,False,False,True,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024291,rushflow,ACC-1110,SMB,Proposal,7480.08,2024-10-01,joao@raptorsoft.com,Commit,2023-07-30,13.0,HS-90384,Proposal,commit,rushflow,429.0,,,False,True,196,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024292,Beta Solutions Ltda,ACC-1101,Mid-Market,Proposal,84598.9,2024-03-10,,Commit,2023-08-25,73.0,HS-90476,Proposal,commit,betasolutions,198.0,,,False,True,401,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024293,Vértice Tech,ACC-1103,SMB,Negotiation,32809.79,2024-06-18,ana.lima@raptorsoft.com,Omit,2024-04-28,108.0,HS-90753,Negotiation,omit,vertice,51.0,,,False,True,301,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024294,Orbit,ACC-1104,SMB,Negotiation,36981.42,2024-10-10,mariana@raptorsoft.com,Pipeline,2024-02-13,103.0,,Negotiation,pipeline,orbit,240.0,,,False,True,187,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024295,tapflow,ACC-1115,Mid-Market,Qualification,107716.82,2024-11-06,,Omit,2024-08-20,59.0,,Discovery/Qualification,omit,tapflow,78.0,,,False,True,160,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024296,gridsoft,ACC-1117,Mid-Market,Closed Lost,112890.08,2024-04-03,joao@raptorsoft.com,Best Case,2023-07-02,43.0,,Closed Lost,best_case,gridsoft,276.0,,,False,False,0,False,False,False,True,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024297,beta solutions,ACC-1101,SMB,DISCOVERY,11134.36,2023-12-09,mariana@raptorsoft.com,Best Case,2024-10-19,97.0,,Discovery/Qualification,best_case,betasolutions,-315.0,,,False,True,493,True,False,False,False,2023Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024298,connectwave,ACC-1107,SMB,DISCOVERY,17082.93,2025-01-20,carlos@raptorsoft.com,Commit,2024-09-06,89.0,,Discovery/Qualification,commit,connectwave,136.0,,,False,True,85,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024299,connectwave,ACC-1107,SMB,Prospecting,8920.86,2025-01-16,pedro@raptorsoft.com,Commit,2023-09-17,61.0,,Prospecting,commit,connectwave,487.0,,,False,True,89,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024300,beta solutions,ACC-1101,Enterprise,Closed Lost,237116.99,2024-08-08,pedro@raptorsoft.com,Omit,2024-02-23,102.0,HS-90380,Closed Lost,omit,betasolutions,167.0,,,False,False,0,False,False,False,True,2024Q3,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024301,tapflow,ACC-1115,SMB,Discovery,10822.71,2024-08-09,joao@raptorsoft.com,pipeline,2024-06-26,74.0,HS-90210,Discovery/Qualification,pipeline,tapflow,44.0,,,False,True,249,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024302,Acme Corp,ACC-1100,SMB,Qualification,23895.33,2024-09-28,carlos@raptorsoft.com,Best Case,2024-06-17,95.0,,Discovery/Qualification,best_case,acme,103.0,,,False,True,199,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024303,GRIDSOFT,ACC-1117,Enterprise,Closed Lost,375658.79,2023-12-18,mariana@raptorsoft.com,Pipeline,2023-11-28,29.0,HS-90622,Closed Lost,pipeline,gridsoft,20.0,,,False,False,0,False,False,False,True,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024304,mindbox,ACC-1111,SMB,Negotiation ,34730.8,2024-10-28,pedro@raptorsoft.com,Commit,2024-04-10,117.0,,Negotiation,commit,mindbox,201.0,,,False,True,169,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024305,Connect Wave,ACC-1107,SMB,Discovery,35600.56,2024-10-08,mariana@raptorsoft.com,omit,2024-06-24,76.0,HS-90486,Discovery/Qualification,omit,connectwave,106.0,,,False,True,189,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024306,rushflow,ACC-1110,SMB,closed-won,37004.37,2025-01-28,carlos@raptorsoft.com,omit,2024-07-19,6.0,HS-90311,Closed Won,omit,rushflow,193.0,,,False,False,0,False,False,True,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,193.0
OPP-2024307,CORELOGIC,ACC-1114,SMB,Qualification,38460.93,2024-04-22,,Omit,2023-07-03,98.0,HS-90370,Discovery/Qualification,omit,corelogic,294.0,,,False,True,358,True,False,False,False,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024308,mindbox,ACC-1111,Enterprise,Closed Won,107018.03,2025-01-12,ana.lima@raptorsoft.com,Commit,2024-10-30,7.0,,Closed Won,commit,mindbox,74.0,,,False,False,0,False,False,True,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,74.0
OPP-2024309,Fluxo Sistemas Ltda,,Mid-Market,Negotiation,121762.73,2024-02-29,carlos@raptorsoft.com,Commit,2023-09-17,75.0,,Negotiation,commit,fluxo,165.0,,,False,True,411,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024310,TapFlow,ACC-1115,SMB,Prospecting,22618.4,2024-12-01,joao@raptorsoft.com,Pipeline,2023-12-14,17.0,,Prospecting,pipeline,tapflow,353.0,,,False,True,135,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024311,Innova,,Enterprise,Qualification,188943.14,2024-07-21,joao@raptorsoft.com,best case,2024-06-15,98.0,HS-90495,Discovery/Qualification,best_case,innova,36.0,,,False,True,268,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024312,ACME CORP,ACC-1100,SMB,DISCOVERY,6514.85,2024-01-03,ana.lima@raptorsoft.com,Best Case,2023-08-30,126.0,,Discovery/Qualification,best_case,acme,126.0,,True,False,True,468,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024313,gridsoft,ACC-1117,Mid-Market,Negotiation,99376.04,2024-06-10,,Best Case,2024-03-04,93.0,HS-90724,Negotiation,best_case,gridsoft,98.0,,,False,True,309,True,False,False,False,2024Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024314,AMPLIA SOLUCOES,ACC-1113,SMB,Qualification,39345.54,2024-11-10,pedro@raptorsoft.com,Pipeline,2023-10-18,98.0,,Discovery/Qualification,pipeline,amplia,389.0,,,False,True,156,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024315,Polare Ltda,ACC-1109,SMB,Negotiation,29046.63,2025-01-27,mariana@raptorsoft.com,Pipeline,2024-10-10,48.0,HS-90405,Negotiation,pipeline,polare,109.0,,,False,True,78,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024316,Amplia,ACC-1113,SMB,Proposal,25669.5,2023-12-27,pedro@raptorsoft.com,Best Case,2023-11-24,52.0,HS-90285,Proposal,best_case,amplia,33.0,,,False,True,475,True,False,False,False,2023Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024317,tapflow,ACC-1115,Mid-Market,Discovery,78533.23,2023-09-14,,Omit,2024-08-13,95.0,HS-90027,Discovery/Qualification,omit,tapflow,-334.0,,,False,True,579,True,False,False,False,2023Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024318,CONNECTWAVE,ACC-1107,Mid-Market,Discovery,39182.07,2025-01-12,mariana@raptorsoft.com,Commit,2023-12-04,70.0,,Discovery/Qualification,commit,connectwave,405.0,,,False,True,93,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024319,skyops,ACC-1108,Enterprise,Proposal,113143.92,2024-10-12,ana.lima@raptorsoft.com,Best Case,2024-07-27,50.0,HS-90502,Proposal,best_case,skyops,77.0,,,False,True,185,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024320,Amplia Soluções Ltda,ACC-1113,Mid-Market,Negotiation,76966.18,2025-01-16,joao@raptorsoft.com,Commit,2024-10-30,17.0,,Negotiation,commit,amplia,78.0,,,False,True,89,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024321,gridsoft,ACC-1117,SMB,Proposal,17507.81,2024-09-03,joao@raptorsoft.com,Pipeline,2023-10-08,15.0,HS-90038,Proposal,pipeline,gridsoft,331.0,,,False,True,224,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024322,GridSoft,ACC-1117,Mid-Market,Prop,148291.77,2024-05-15,ana.lima@raptorsoft.com,Pipeline,2024-09-04,65.0,,Proposal,pipeline,gridsoft,-112.0,,,False,True,335,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024323,Sky Ops,ACC-1108,Mid-Market,Closed Lost,61818.61,2024-10-31,pedro@raptorsoft.com,Pipeline,2023-09-16,44.0,HS-90486,Closed Lost,pipeline,skyops,411.0,,,False,False,0,False,False,False,True,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024324,DATAPRIME,ACC-1106,SMB,Negotiation,20151.87,2025-01-23,pedro@raptorsoft.com,Best Case,2024-05-05,74.0,HS-90653,Negotiation,best_case,dataprime,263.0,,,False,True,82,True,False,False,False,2025Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024325,zentra,ACC-1112,Mid-Market,Negotiation,54077.76,2024-12-02,joao@raptorsoft.com,Omit,2024-09-17,109.0,HS-90262,Negotiation,omit,zentra,76.0,,,False,True,134,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024326,Orbit,ACC-1104,SMB,Closed_Lost,33953.01,2024-10-27,joao@raptorsoft.com,best case,2023-12-01,103.0,HS-90043,Closed Lost,best_case,orbit,331.0,,,False,False,0,False,False,False,True,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024327,Polare,ACC-1109,SMB,Discovery,35351.01,2024-08-25,ana.lima@raptorsoft.com,Omit,2023-09-24,74.0,HS-90594,Discovery/Qualification,omit,polare,336.0,,,False,True,233,True,False,False,False,2024Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024328,Polaris,ACC-1118,SMB,Qualification,32061.68,2024-11-16,ana.lima@raptorsoft.com,Best Case,2023-10-01,23.0,HS-90260,Discovery/Qualification,best_case,polaris,412.0,,,False,True,150,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2024329,Beta Solutions,ACC-1101,Mid-Market,Discovery,59561.6,2024-01-06,joao@raptorsoft.com,Commit,2023-10-24,116.0,,Discovery/Qualification,commit,betasolutions,74.0,,,False,True,465,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024330,MINDBOX,ACC-1111,SMB,Closed Lost,-23721.87,2024-10-14,ana.lima@raptorsoft.com,Commit,2024-07-06,111.0,HS-90785,Closed Lost,commit,mindbox,100.0,,,False,False,0,False,True,False,True,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024331,TAPFLOW,ACC-1115,SMB,Closed Lost,22209.22,2024-04-24,carlos@raptorsoft.com,Pipeline,2023-09-21,46.0,HS-90464,Closed Lost,pipeline,tapflow,216.0,,,False,False,0,False,False,False,True,2024Q2,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024332,tapflow,ACC-1115,Mid-Market,Closed Won,30369.1,2024-10-25,ana.lima@raptorsoft.com,Best Case,2024-01-05,88.0,,Closed Won,best_case,tapflow,294.0,,,False,False,0,False,False,True,False,2024Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,294.0
OPP-2024333,VERTICE TECH,ACC-1103,Mid-Market,Closed Lost,74111.95,2024-12-30,pedro@raptorsoft.com,pipeline,2024-05-31,81.0,,Closed Lost,pipeline,vertice,213.0,,,False,False,0,False,False,False,True,2024Q4,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024334,GRIDSOFT,ACC-1117,SMB,Negotiation,8117.14,2025-01-24,mariana@raptorsoft.com,Omit,2024-09-12,92.0,,Negotiation,omit,gridsoft,134.0,,,False,True,81,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024335,SkyOps,,SMB,Closed Lost,28701.6,2024-07-03,ana.lima@raptorsoft.com,Best Case,2024-02-06,88.0,HS-90136,Closed Lost,best_case,skyops,148.0,,,False,False,0,False,False,False,True,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2024336,BluePath,ACC-1119,SMB,Closed Won,19815.18,2024-02-29,carlos@raptorsoft.com,Best Case,2024-02-03,86.0,,Closed Won,best_case,bluepath,26.0,,,False,False,0,False,False,True,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,26.0
OPP-2024337,rushflow,ACC-1110,SMB,Closed Won,38882.02,2024-12-14,ana.lima@raptorsoft.com,Commit,2024-08-08,91.0,,Closed Won,commit,rushflow,128.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,128.0
OPP-2024338,Nexus Group,ACC-1102,Enterprise,Closed Won,205286.56,2024-08-26,carlos@raptorsoft.com,Omit,2024-04-13,63.0,HS-90673,Closed Won,omit,nexus,135.0,,,False,False,0,False,False,True,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,135.0
OPP-2024339,skyops,ACC-1108,SMB,Qualification,21458.66,2024-01-01,joao@raptorsoft.com,Omit,2023-08-25,111.0,,Discovery/Qualification,omit,skyops,129.0,,,False,True,470,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024340,Vertice,ACC-1103,Mid-Market,Negotiation,100025.69,2025-01-22,mariana@raptorsoft.com,Pipeline,2024-04-05,114.0,,Negotiation,pipeline,vertice,292.0,,,False,True,83,True,False,False,False,2025Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024341,ConnectWave,ACC-1107,Enterprise,Closed Lost,383082.66,2024-09-02,joao@raptorsoft.com,Pipeline,2023-10-17,58.0,HS-90049,Closed Lost,pipeline,connectwave,321.0,,,False,False,0,False,False,False,True,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024342,FLUXO SISTEMAS,ACC-1105,Mid-Market,Negotiation,77863.02,2024-11-27,ana.lima@raptorsoft.com,Pipeline,2023-09-11,52.0,HS-90502,Negotiation,pipeline,fluxo,443.0,,,False,True,139,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024343,Core Logic,,Enterprise,Discovery,295849.21,2024-07-12,carlos@raptorsoft.com,omit,2023-11-12,56.0,HS-90349,Discovery/Qualification,omit,corelogic,243.0,,,False,True,277,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024344,Amplia Soluções Ltda,,Mid-Market,Proposal,40076.41,2025-01-19,carlos@raptorsoft.com,Best Case,2023-12-06,67.0,HS-90078,Proposal,best_case,amplia,410.0,,,False,True,86,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024345,rushflow,ACC-1110,Mid-Market,Prospecting,127538.97,2024-04-18,,Best Case,2024-08-26,54.0,HS-90741,Prospecting,best_case,rushflow,-130.0,,,False,True,362,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024346,AMPLIA SOLUCOES,ACC-1113,Mid-Market,Discovery,52463.01,2025-01-31,,Pipeline,2024-03-28,750.0,HS-90673,Discovery/Qualification,pipeline,amplia,309.0,,,True,True,74,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024347,Zentra,ACC-1112,Mid-Market,Closed Won,77399.67,2024-07-07,ana.lima@raptorsoft.com,Pipeline,2024-07-04,27.0,HS-90446,Closed Won,pipeline,zentra,3.0,,,False,False,0,False,False,True,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,3.0
OPP-2024348,GRIDSOFT,,Mid-Market,Discovery,80625.51,2024-10-09,mariana@raptorsoft.com,Omit,2023-09-27,26.0,,Discovery/Qualification,omit,gridsoft,378.0,,,False,True,188,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024349,innova,,SMB,Closed Lost,25253.14,2024-12-09,joao@raptorsoft.com,Omit,2024-08-29,55.0,HS-90663,Closed Lost,omit,innova,102.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024350,Polare Ltda,ACC-1109,Mid-Market,Proposal,64561.29,2024-08-18,mariana@raptorsoft.com,Commit,2024-06-20,38.0,HS-90689,Proposal,commit,polare,59.0,,,False,True,240,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024351,CONNECTWAVE,ACC-1107,Mid-Market,Negotiation,40343.03,2024-03-02,mariana@raptorsoft.com,Pipeline,2023-12-13,27.0,,Negotiation,pipeline,connectwave,80.0,,,False,True,409,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024352,Vertice,ACC-1103,Mid-Market,Prospecting,43676.32,2025-01-28,joao@raptorsoft.com,Commit,2024-11-27,72.0,HS-90527,Prospecting,commit,vertice,62.0,,,False,True,77,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024353,Grupo Nexus,ACC-1102,SMB,Closed Lost,34455.89,2024-10-17,ana.lima@raptorsoft.com,Pipeline,2024-09-21,112.0,HS-90299,Closed Lost,pipeline,nexus,26.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024354,TAPFLOW,ACC-1115,Mid-Market,Qualification,46532.7,2024-05-09,mariana@raptorsoft.com,Pipeline,2023-10-10,65.0,HS-90772,Discovery/Qualification,pipeline,tapflow,212.0,,,False,True,341,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024355,Zentra Tech,ACC-1112,SMB,Closed Lost,33061.9,2025-01-14,mariana@raptorsoft.com,Commit,2024-09-04,2.0,,Closed Lost,commit,zentra,132.0,,,False,False,0,False,False,False,True,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024356,SkyOps,,Mid-Market,Prospecting,140702.26,2025-01-28,pedro@raptorsoft.com,Omit,2024-09-17,93.0,HS-90286,Prospecting,omit,skyops,133.0,,,False,True,77,True,False,False,False,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024357,Zentra Tech,ACC-1112,SMB,Proposal,36065.29,2024-11-13,carlos@raptorsoft.com,Omit,2024-08-17,69.0,,Proposal,omit,zentra,88.0,,,False,True,153,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024358,Beta Solutions,ACC-1101,Mid-Market,Closed Lost,136838.32,2025-01-12,joao@raptorsoft.com,Omit,2024-06-13,108.0,HS-90048,Closed Lost,omit,betasolutions,213.0,,,False,False,0,False,False,False,True,2025Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024359,polaris,ACC-1118,SMB,Proposal,13263.41,2025-01-02,carlos@raptorsoft.com,Best Case,2023-07-06,105.0,HS-90532,Proposal,best_case,polaris,546.0,,,False,True,103,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024360,nexus,ACC-1102,Mid-Market,Closed Lost,47586.39,2024-03-01,mariana@raptorsoft.com,Best Case,2024-01-14,87.0,,Closed Lost,best_case,nexus,47.0,,,False,False,0,False,False,False,True,2024Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024361,Fluxo,ACC-1105,Mid-Market,Proposal,117806.04,2024-04-13,pedro@raptorsoft.com,Best Case,2024-09-06,16.0,,Proposal,best_case,fluxo,-146.0,,,False,True,367,True,False,False,False,2024Q2,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024362,MINDBOX,ACC-1111,Enterprise,Negotiation,215836.23,2023-12-29,,Commit,2023-10-30,19.0,HS-90312,Negotiation,commit,mindbox,60.0,,,False,True,473,True,False,False,False,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024363,orbit digital,ACC-1104,Mid-Market,Prospecting,134451.18,2025-01-23,mariana@raptorsoft.com,Commit,2024-11-12,107.0,HS-90471,Prospecting,commit,orbit,72.0,,,False,True,82,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2024364,Amplia,ACC-1113,SMB,Prospecting,28257.58,2024-03-29,ana.lima@raptorsoft.com,Commit,2024-05-29,74.0,HS-90126,Prospecting,commit,amplia,-61.0,,,False,True,382,True,False,False,False,2024Q1,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2024365,beta solutions,ACC-1101,Enterprise,Negotiation,107465.63,2024-02-24,ana.lima@raptorsoft.com,Commit,2023-08-24,108.0,HS-90546,Negotiation,commit,betasolutions,184.0,,,False,True,416,True,False,False,False,2024Q1,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2024366,SKYOPS,ACC-1108,SMB,Discovery,19522.77,2023-11-18,ana.lima@raptorsoft.com,Best Case,2023-07-24,12.0,HS-90060,Discovery/Qualification,best_case,skyops,117.0,,,False,True,514,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2024367,DataPrime,ACC-1106,SMB,Discovery,16201.45,2023-09-03,pedro@raptorsoft.com,Best Case,2023-08-29,15.0,,Discovery/Qualification,best_case,dataprime,5.0,,,False,True,590,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
