opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days,slippage_discount,engagement_modifier_for_forecast,win_rate_base,adjusted_win_rate,forecast_contribution,slippage_bucket
OPP-2024463,DATAPRIME,ACC-1106,Enterprise,Discovery,225788.98,2024-07-07,pedro@raptorsoft.com,Pipeline,2023-07-09,104.0,HS-90391,Discovery/Qualification,pipeline,dataprime,364.0,,,False,True,282,True,False,False,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,16414.86,>180d
OPP-2024464,gridsoft,ACC-1117,SMB,Qualification,7756.35,2024-04-01,ana.lima@raptorsoft.com,Best Case,2023-12-13,65.0,,Discovery/Qualification,best_case,gridsoft,110.0,,,False,True,379,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,563.89,>180d
OPP-2024465,tapflow,ACC-1115,SMB,Negotiation,20081.55,2024-08-25,pedro@raptorsoft.com,Pipeline,2024-07-03,64.0,HS-90316,Negotiation,pipeline,tapflow,53.0,,,False,True,233,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1459.93,>180d
OPP-2024469,Beta Solutions,ACC-1101,SMB,Qualification,21667.68,2023-08-07,pedro@raptorsoft.com,Commit,2024-11-09,8.0,,Discovery/Qualification,commit,betasolutions,-460.0,,,False,True,617,True,False,False,False,2023Q3,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1575.24,>180d
OPP-2024470,ORBIT DIGITAL,ACC-1104,SMB,Discovery,11163.7,2024-12-30,carlos@raptorsoft.com,Best Case,2024-09-06,7.0,,Discovery/Qualification,best_case,orbit,115.0,,,False,True,106,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1894.48,91-180d
OPP-2024471,Vértice Tech,ACC-1103,Enterprise,Proposal,274713.59,2025-01-17,pedro@raptorsoft.com,Pipeline,2024-11-05,93.0,HS-90751,Proposal,pipeline,vertice,73.0,,,False,True,88,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,73238.64,61-90d
OPP-2024472,CoreLogic,,SMB,Proposal,22480.6,2024-04-14,ana.lima@raptorsoft.com,Pipeline,2023-12-02,82.0,HS-90763,Proposal,pipeline,corelogic,134.0,,,False,True,366,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1634.34,>180d
OPP-2024473,skyops,ACC-1108,Mid-Market,Negotiation,144285.23,2023-12-25,pedro@raptorsoft.com,commit,2023-12-18,16.0,,Negotiation,commit,skyops,7.0,,,False,True,477,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10489.54,>180d
OPP-2024477,Mind Box,ACC-1111,SMB,Qualification,18697.68,2024-02-04,carlos@raptorsoft.com,Best Case,2024-09-13,56.0,HS-90646,Discovery/Qualification,best_case,mindbox,-222.0,,,False,True,436,True,False,False,False,2024Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1359.32,>180d
OPP-2024481,POLARE,ACC-1109,Mid-Market,Qualification,44591.23,2024-12-17,carlos@raptorsoft.com,Best Case,2023-07-06,530.0,HS-90708,Discovery/Qualification,best_case,polare,530.0,,True,True,True,119,True,False,False,False,2024Q4,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,7567.13,91-180d
OPP-2024482,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,Discovery,86045.25,2025-01-29,ana.lima@raptorsoft.com,Best Case,2023-10-03,114.0,HS-90784,Discovery/Qualification,best_case,fluxo,484.0,,,False,True,76,True,False,False,False,2025Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,22939.66,61-90d
OPP-2024483,Vértice Tech,ACC-1103,SMB,Proposal,19830.81,2025-01-27,carlos@raptorsoft.com,Best Case,2024-11-11,105.0,,Proposal,best_case,vertice,77.0,,,False,True,78,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,5286.89,61-90d
OPP-2024484,SKYOPS,ACC-1108,Mid-Market,qualification,81526.42,2024-08-19,,commit,2024-06-25,600.0,HS-90329,Discovery/Qualification,commit,skyops,55.0,,,True,True,239,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5926.97,>180d
OPP-2024488,BluePath,ACC-1119,Enterprise,Qualification,247551.81,2024-09-20,joao@raptorsoft.com,Pipeline,2024-09-19,39.0,,Discovery/Qualification,pipeline,bluepath,1.0,,,False,True,207,True,False,False,False,2024Q3,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,17997.02,>180d
OPP-2024489,Vertice,ACC-1103,SMB,Prospecting,35166.32,2024-12-05,ana.lima@raptorsoft.com,Pipeline,2024-10-14,85.0,HS-90748,Prospecting,pipeline,vertice,52.0,,,False,True,131,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5967.72,91-180d
OPP-2024490,beta solutions,ACC-1101,Mid-Market,Discovery,109137.69,2024-05-21,ana.lima@raptorsoft.com,Pipeline,2023-09-23,50.0,HS-90604,Discovery/Qualification,pipeline,betasolutions,241.0,,,False,True,329,True,False,False,False,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7934.31,>180d
OPP-2024494,mindbox,ACC-1111,SMB,Discovery,26707.73,2024-10-21,ana.lima@raptorsoft.com,Commit,2023-10-12,45.0,,Discovery/Qualification,commit,mindbox,375.0,,,False,True,176,True,False,False,False,2024Q4,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4532.3,91-180d
OPP-2024497,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,DISCOVERY,70048.66,2024-12-07,joao@raptorsoft.com,Commit,2024-07-08,53.0,,Discovery/Qualification,commit,fluxo,152.0,,,False,True,129,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,11887.26,91-180d
OPP-2024500,Polare,ACC-1109,SMB,Prospecting,12606.39,2024-04-29,carlos@raptorsoft.com,best case,2024-04-27,101.0,HS-90088,Prospecting,best_case,polare,2.0,,,False,True,351,True,False,False,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,916.48,>180d
OPP-2024501,nexus,ACC-1102,Mid-Market,Negotiation,33856.4,2024-12-22,carlos@raptorsoft.com,Pipeline,2024-09-15,23.0,HS-90142,Negotiation,pipeline,nexus,98.0,,,False,True,114,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5745.43,91-180d
OPP-2024504,Fluxo Sistemas,ACC-1105,Enterprise,Discovery,376237.16,2023-12-19,pedro@raptorsoft.com,Pipeline,2023-10-18,95.0,HS-90691,Discovery/Qualification,pipeline,fluxo,62.0,,,False,True,483,True,False,False,False,2023Q4,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,27352.44,>180d
OPP-2024507,ConnectWave,ACC-1107,Mid-Market,Proposal,64010.67,2024-12-31,ana.lima@raptorsoft.com,commit,2024-10-18,93.0,HS-90366,Proposal,commit,connectwave,74.0,,,False,True,105,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,10862.61,91-180d
OPP-2024509,Polaris Tech,ACC-1118,Mid-Market,Qualification,99686.97,2023-06-12,mariana@raptorsoft.com,pipeline,2024-03-22,61.0,HS-90750,Discovery/Qualification,pipeline,polaris,-284.0,,,False,True,673,True,False,False,False,2023Q2,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7247.24,>180d
OPP-2024512,Grid Soft,ACC-1117,SMB,Qualification,24962.95,2025-01-30,mariana@raptorsoft.com,Pipeline,2024-11-20,73.0,HS-90120,Discovery/Qualification,pipeline,gridsoft,71.0,,,False,True,75,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,6655.12,61-90d
OPP-2024513,Beta Solutions,ACC-1101,Mid-Market,Qualification,129377.82,2024-01-01,ana.lima@raptorsoft.com,Pipeline,2023-07-24,120.0,HS-90058,Discovery/Qualification,pipeline,betasolutions,161.0,,,False,True,470,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9405.77,>180d
OPP-2024514,GridSoft,ACC-1117,Mid-Market,DISCOVERY,54061.35,2024-07-08,joao@raptorsoft.com,Commit,2024-03-26,10.0,HS-90719,Discovery/Qualification,commit,gridsoft,104.0,,,False,True,281,True,False,False,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3930.26,>180d
OPP-2024515,Innova Tech,,SMB,Proposal,26435.14,2024-01-27,carlos@raptorsoft.com,best case,2023-09-11,39.0,,Proposal,best_case,innova,138.0,,,False,True,444,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1921.83,>180d
OPP-2024517,Beta Solutions Ltda,ACC-1101,SMB,Qualification,31339.92,2023-07-26,joao@raptorsoft.com,Best Case,2023-07-11,57.0,HS-90616,Discovery/Qualification,best_case,betasolutions,15.0,,,False,True,629,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2278.41,>180d
OPP-2024518,ORBIT DIGITAL,ACC-1104,SMB,Proposal,27980.66,2024-11-10,carlos@raptorsoft.com,Best Case,2024-08-11,100.0,,Proposal,best_case,orbit,91.0,,,False,True,156,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4748.32,91-180d
OPP-2024519,rushflow,ACC-1110,SMB,Proposal,26765.51,2024-10-30,joao@raptorsoft.com,best case,2024-06-19,90.0,HS-90021,Proposal,best_case,rushflow,133.0,,,False,True,167,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,4542.11,91-180d
OPP-2024520,Acme,,SMB,Discovery,7957.27,2024-11-02,mariana@raptorsoft.com,Pipeline,2024-07-28,56.0,,Discovery/Qualification,pipeline,acme,97.0,,,False,True,164,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,1350.35,91-180d
OPP-2024522,mindbox,ACC-1111,Mid-Market,Qualification,149113.57,2024-08-13,pedro@raptorsoft.com,best case,2024-03-23,74.0,,Discovery/Qualification,best_case,mindbox,143.0,,,False,True,245,True,False,False,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10840.56,>180d
OPP-2024523,Amplia Soluções Ltda,ACC-1113,Mid-Market,Prospecting,130319.98,2023-07-30,mariana@raptorsoft.com,commit,2023-07-13,72.0,,Prospecting,commit,amplia,17.0,,,False,True,625,True,False,False,False,2023Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,9474.26,>180d
OPP-2024524,Zentra,,SMB,Proposal,31809.19,2023-02-20,ana.lima@raptorsoft.com,pipeline,2023-09-04,111.0,,Proposal,pipeline,zentra,-196.0,,,False,True,785,True,False,False,False,2023Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2312.53,>180d
OPP-2024525,BluePath,,Enterprise,Prospecting,387327.72,2024-06-03,ana.lima@raptorsoft.com,pipeline,2024-03-20,74.0,HS-90436,Prospecting,pipeline,bluepath,75.0,,,False,True,316,True,False,False,False,2024Q2,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,28158.73,>180d
OPP-2024526,GRUPO NEXUS,ACC-1102,SMB,Discovery,36408.73,2024-07-10,ana.lima@raptorsoft.com,Pipeline,2024-07-03,4.0,HS-90523,Discovery/Qualification,pipeline,nexus,7.0,,,False,True,279,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2646.91,>180d
OPP-2024527,CORELOGIC,ACC-1114,Mid-Market,Qualification,108847.12,2023-03-21,pedro@raptorsoft.com,Best Case,2024-06-17,94.0,HS-90540,Discovery/Qualification,best_case,corelogic,-454.0,,,False,True,756,True,False,False,False,2023Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7913.19,>180d
OPP-2024528,zentra,ACC-1112,Mid-Market,Discovery,65167.84,2024-12-25,joao@raptorsoft.com,Commit,2024-09-24,57.0,HS-90360,Discovery/Qualification,commit,zentra,92.0,,,False,True,111,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,11058.98,91-180d
OPP-2024530,BluePath,ACC-1119,Mid-Market,Qualification,44494.66,2024-09-15,,Best Case,2024-01-19,22.0,HS-90542,Discovery/Qualification,best_case,bluepath,240.0,,,False,True,212,True,False,False,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3234.76,>180d
OPP-2024534,Zentra Tech,ACC-1112,SMB,DISCOVERY,22032.25,2024-08-27,carlos@raptorsoft.com,Pipeline,2024-04-17,27.0,HS-90028,Discovery/Qualification,pipeline,zentra,132.0,,,False,True,231,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1601.74,>180d
OPP-2024535,ACME CORP,ACC-1100,Enterprise,Prospecting,212735.01,2024-08-21,carlos@raptorsoft.com,Best Case,2024-01-16,92.0,HS-90442,Prospecting,best_case,acme,218.0,,,False,True,237,True,False,False,False,2024Q3,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,15465.84,>180d
OPP-2024538,GRUPO NEXUS,ACC-1102,Mid-Market,Negotiation,30383.73,2024-01-13,carlos@raptorsoft.com,Pipeline,2023-09-29,81.0,HS-90672,Negotiation,pipeline,nexus,106.0,,,False,True,458,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2208.9,>180d
OPP-2024545,Mind Box,ACC-1111,SMB,Prospecting,19221.58,2025-01-19,mariana@raptorsoft.com,Pipeline,2024-09-12,98.0,HS-90591,Prospecting,pipeline,mindbox,129.0,,,False,True,86,True,False,False,False,2025Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,5124.47,61-90d
OPP-2024546,ConnectWave,ACC-1107,SMB,Proposal,27498.65,2024-08-06,mariana@raptorsoft.com,Best Case,2024-07-13,11.0,HS-90580,Proposal,best_case,connectwave,24.0,,,False,True,252,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1999.15,>180d
OPP-2024547,Beta Solutions Ltda,ACC-1101,Mid-Market,Discovery,34381.17,2024-08-26,mariana@raptorsoft.com,Best Case,2024-08-25,41.0,HS-90725,Discovery/Qualification,best_case,betasolutions,1.0,,,False,True,232,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2499.51,>180d
OPP-2024549,Sky Ops,ACC-1108,SMB,Proposal,30198.0,2025-01-26,pedro@raptorsoft.com,best case,2023-10-29,48.0,HS-90215,Proposal,best_case,skyops,455.0,,,False,True,79,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,8050.79,61-90d
OPP-2024550,Polaris,ACC-1118,Mid-Market,Qualification,31178.54,2023-12-20,ana.lima@raptorsoft.com,Pipeline,2023-11-16,13.0,HS-90639,Discovery/Qualification,pipeline,polaris,34.0,,,False,True,482,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2266.68,>180d
OPP-2024551,Vertice,,SMB,Discovery,37475.78,2024-12-12,mariana@raptorsoft.com,Commit,2024-02-17,72.0,,Discovery/Qualification,commit,vertice,299.0,,,False,True,124,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,6359.64,91-180d
OPP-2024555,Grid Soft,ACC-1117,Enterprise,Proposal,178334.43,2023-11-14,carlos@raptorsoft.com,commit,2024-01-12,2.0,HS-90657,Proposal,commit,gridsoft,-59.0,,,False,True,518,True,False,False,False,2023Q4,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,12964.91,>180d
OPP-2024556,acme,ACC-1100,Mid-Market,Discovery,128799.09,2025-01-21,joao@raptorsoft.com,pipeline,2024-03-16,79.0,HS-90181,Discovery/Qualification,pipeline,acme,311.0,,,False,True,84,True,False,False,False,2025Q1,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,,0.45,,0.4848,0.2666,34337.84,61-90d
OPP-2024557,nexus,ACC-1102,SMB,Prospecting,29870.68,2025-01-09,carlos@raptorsoft.com,Pipeline,2023-10-31,22.0,HS-90375,Prospecting,pipeline,nexus,436.0,,,False,True,96,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5069.05,91-180d
OPP-2024558,Polaris Tech,ACC-1118,SMB,Prospecting,31645.26,2023-10-16,mariana@raptorsoft.com,Best Case,2023-09-01,96.0,,Prospecting,best_case,polaris,45.0,,,False,True,547,True,False,False,False,2023Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2300.61,>180d
OPP-2024559,DataPrime,ACC-1106,Mid-Market,Negotiation,140161.33,2024-03-07,joao@raptorsoft.com,Pipeline,2023-09-27,48.0,HS-90697,Negotiation,pipeline,dataprime,162.0,,,False,True,404,True,False,False,False,2024Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,10189.73,>180d
OPP-2024561,rushflow,ACC-1110,Mid-Market,Prospecting,48684.51,2024-07-31,pedro@raptorsoft.com,Commit,2023-12-22,96.0,,Prospecting,commit,rushflow,222.0,,,False,True,258,True,False,False,False,2024Q3,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,3539.36,>180d
OPP-2024562,polare,ACC-1109,SMB,Negotiation,11524.89,2024-05-07,joao@raptorsoft.com,Pipeline,2023-10-27,112.0,,Negotiation,pipeline,polare,193.0,,,False,True,343,True,False,False,False,2024Q2,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,837.86,>180d
OPP-2024565,Nexus Group,ACC-1102,SMB,Prospecting,31803.81,2023-08-25,carlos@raptorsoft.com,Best Case,2023-08-25,24.0,,Prospecting,best_case,nexus,0.0,,,False,True,599,True,False,False,False,2023Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2312.14,>180d
OPP-2024567,innova,ACC-1116,Mid-Market,Negotiation,88597.12,2024-11-02,carlos@raptorsoft.com,Best Case,2024-09-07,65.0,HS-90079,Negotiation,best_case,innova,56.0,,,False,True,164,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,15034.93,91-180d
OPP-2024570,Tap Flow,ACC-1115,Mid-Market,Prospecting,93805.4,2023-09-22,pedro@raptorsoft.com,Best Case,2024-07-08,59.0,HS-90124,Prospecting,best_case,tapflow,-290.0,,,False,True,571,True,False,False,False,2023Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,6819.65,>180d
OPP-2024571,Polare,ACC-1109,SMB,Discovery,28624.87,2024-09-26,carlos@raptorsoft.com,Pipeline,2024-07-13,77.0,,Discovery/Qualification,pipeline,polare,75.0,,,False,True,201,True,False,False,False,2024Q3,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2081.03,>180d
OPP-2024574,Polare Ltda,ACC-1109,Mid-Market,Discovery,63222.46,2024-11-05,joao@raptorsoft.com,best case,2024-09-20,85.0,,Discovery/Qualification,best_case,polare,46.0,,,False,True,161,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,10728.85,91-180d
OPP-2024576,rushflow,ACC-1110,SMB,Discovery,28124.45,2024-06-26,carlos@raptorsoft.com,Commit,2024-08-03,,HS-90425,Discovery/Qualification,commit,rushflow,,invalid_dates,,False,True,293,True,False,False,False,2024Q2,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2044.65,>180d
OPP-2024577,Acme Corp,ACC-1100,Enterprise,Qualification,479527.64,2025-01-03,ana.lima@raptorsoft.com,Pipeline,2024-11-14,99.0,HS-90360,Discovery/Qualification,pipeline,acme,50.0,,,False,True,102,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,81375.84,91-180d
OPP-2024580,dataprime,ACC-1106,SMB,DISCOVERY,5795.18,2024-12-30,ana.lima@raptorsoft.com,Best Case,2024-10-26,120.0,,Discovery/Qualification,best_case,dataprime,65.0,,,False,True,106,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,983.44,91-180d
OPP-2024581,Acme Corp,ACC-1100,Mid-Market,Qualification,59026.04,2023-12-06,,Best Case,2024-10-13,5.0,HS-90481,Discovery/Qualification,best_case,acme,-312.0,,,False,True,496,True,False,False,False,2023Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4291.19,>180d
OPP-2024583,skyops,ACC-1108,Mid-Market,Qualification,99577.44,2024-04-19,mariana@raptorsoft.com,best case,2023-10-15,13.0,HS-90726,Discovery/Qualification,best_case,skyops,187.0,,,False,True,361,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,7239.28,>180d
OPP-2024585,SKYOPS,ACC-1108,SMB,Qualification,35070.17,2024-09-02,pedro@raptorsoft.com,Pipeline,2023-11-09,67.0,,Discovery/Qualification,pipeline,skyops,298.0,,,False,True,225,True,False,False,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,2549.6,>180d
OPP-2024586,GridSoft,ACC-1117,SMB,Proposal,21983.6,2023-03-08,ana.lima@raptorsoft.com,Commit,2024-07-18,36.0,HS-90365,Proposal,commit,gridsoft,-498.0,,,False,True,769,True,False,False,False,2023Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1598.21,>180d
OPP-2024588,BLUEPATH,ACC-1119,SMB,Qualification,30880.25,2024-10-29,joao@raptorsoft.com,Commit,2024-03-10,94.0,HS-90135,Discovery/Qualification,commit,bluepath,233.0,,,False,True,168,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,5240.38,91-180d
OPP-2024590,Sky Ops,ACC-1108,Mid-Market,Prospecting,62489.18,2024-12-10,pedro@raptorsoft.com,Commit,2024-10-10,36.0,,Prospecting,commit,skyops,61.0,,,False,True,126,True,False,False,False,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,10604.41,91-180d
OPP-2024591,TapFlow,ACC-1115,SMB,Discovery,22834.18,2024-03-29,pedro@raptorsoft.com,Commit,2023-07-07,25.0,,Discovery/Qualification,commit,tapflow,266.0,,,False,True,382,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1660.04,>180d
OPP-2024592,tapflow,ACC-1115,Mid-Market,Negotiation,68851.85,2024-07-29,pedro@raptorsoft.com,Best Case,2024-05-03,84.0,,Negotiation,best_case,tapflow,87.0,,,False,True,260,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,5005.53,>180d
OPP-2024598,Beta Solutions Ltda,ACC-1101,Enterprise,Prospecting,449232.35,2024-12-01,joao@raptorsoft.com,Commit,2024-07-17,72.0,HS-90525,Prospecting,commit,betasolutions,137.0,,,False,True,135,True,False,False,False,2024Q4,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,76234.73,91-180d
OPP-2024600,Acme Corp.,ACC-1100,Mid-Market,Prospecting,61062.35,2024-06-18,pedro@raptorsoft.com,Best Case,2023-07-20,115.0,,Prospecting,best_case,acme,334.0,,,False,True,301,True,False,False,False,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,4439.23,>180d
OPP-2024602,Polaris Tech,ACC-1118,SMB,Prop,18971.24,2024-03-17,joao@raptorsoft.com,best case,2024-01-30,95.0,HS-90215,Proposal,best_case,polaris,47.0,,,False,True,394,True,False,False,False,2024Q1,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,1379.21,>180d
OPP-2024603,TapFlow,ACC-1115,SMB,Prop,5565.09,2024-05-08,mariana@raptorsoft.com,Commit,2024-03-18,84.0,HS-90399,Proposal,commit,tapflow,51.0,,,False,True,342,True,False,False,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,,0.85,,0.4848,0.0727,404.58,>180d
OPP-2024604,ACME CORP,ACC-1100,Enterprise,Prospecting,151179.32,2024-11-20,carlos@raptorsoft.com,best case,2024-05-27,54.0,HS-90531,Prospecting,best_case,acme,177.0,,,False,True,146,True,False,False,False,2024Q4,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,,0.65,,0.4848,0.1697,25655.13,91-180d
